gene,log2fc_late_minus_early,pval,qval,significant
PADI1,-0.0031086261341011223,0.27130854283471295,0.3854462322090823,False
PPM1K,-0.06248627539808771,0.2713086587275745,0.3854462322090823,False
WASHC1,0.06796990104787515,0.27130866838531054,0.3854462322090823,False
PLCB3,-0.01432920369115731,0.2713086780430465,0.3854462322090823,False
EXOC3L4,-0.07920228105880689,0.27156227405576994,0.38572405928075376,False
TCAP,-0.08072179112198286,0.27156221610292675,0.38572405928075376,False
POU4F1,-0.014907623271634945,0.2715266340278839,0.38572405928075376,False
PCDHA8,-0.007624613935543673,0.27177031133683804,0.38599205495326094,False
ZMYND8,0.08884564733659417,0.2718160323625928,0.386029493072539,False
TXNRD3,-0.04940330716308017,0.27206995298140324,0.386307557509131,False
STX11,0.05190549281192913,0.2720699336595437,0.386307557509131,False
FOLR2,-0.10948529371147497,0.27206995298140324,0.386307557509131,False
AC008758.6,-0.028682917614490266,0.272164523850399,0.38641431863058145,False
CCDC200,-0.09493564738103633,0.27219696450191055,0.38643285945877903,False
SCNN1A,-0.18213454870861323,0.2723240359299919,0.3865857335971647,False
OR2L8,0.0026018075453023443,0.27242218423284104,0.3866975302032169,False
GGH,-0.07414759653233194,0.2724511286209781,0.3867110843913335,False
RPL11,-0.008842001405295008,0.27257828122604943,0.3867263766516028,False
AC090517.4,-0.008123593557852924,0.2724974115807983,0.3867263766516028,False
ITGA4,-0.04867051728398275,0.27257828122604943,0.3867263766516028,False
MS4A7,-0.08671899541012262,0.27257828122604943,0.3867263766516028,False
TAS2R10,-0.03882585993780496,0.27255857758195123,0.3867263766516028,False
RNF187,-0.0695991822004185,0.27257828122604943,0.3867263766516028,False
CHN1,-0.00986933081592234,0.27283265023088354,0.38703218643211357,False
GRID1,0.08584536143869004,0.27283264056681145,0.38703218643211357,False
NPIPB9,0.008897899116841385,0.27301118046045403,0.38714546135972433,False
AK1,-0.01938384060998155,0.2730872299355246,0.38714546135972433,False
FAM240C,-0.05107519075772529,0.2730542954065853,0.38714546135972433,False
GRID2IP,-0.05714866241163896,0.2730870946239943,0.38714546135972433,False
SCAMP4,-0.05264894484170135,0.27308725893084373,0.38714546135972433,False
RNF166,0.06555589058625966,0.2730872492657376,0.38714546135972433,False
SPAG5,0.09484914269341438,0.27295994394550804,0.38714546135972433,False
CFDP1,-0.017516979766130092,0.27308725893084373,0.38714546135972433,False
STON2,-0.0897433393981828,0.2729599342809186,0.38714546135972433,False
GPR148,0.01646679448225131,0.2732962244930065,0.3874141574078609,False
TAS1R1,0.0031522602682098055,0.2735611056776909,0.3877620734396275,False
LDHAL6B,0.013722124308988726,0.2735900127968355,0.3877754798566365,False
SCP2D1,0.003376074148557436,0.2736248557511335,0.3877972969836579,False
FGF9,-0.11233698308021656,0.2736732446704784,0.38783830778591216,False
SUGP2,-0.05026502508642672,0.2738519435306598,0.388063969446645,False
MAPK4,-0.03813242610771611,0.27406669326931876,0.38831523528685374,False
RAB19,-0.12012152112748264,0.27410715360833104,0.38831523528685374,False
LILRA6,0.08768652101117547,0.2741071632775193,0.38831523528685374,False
AMT,-0.022680947970426857,0.27410667981768366,0.38831523528685374,False
UQCC1,-0.027469572843673795,0.2743625358227262,0.3886082781115058,False
USP29,0.0006005008531039836,0.2743724912717257,0.3886082781115058,False
NRM,0.05638805039693917,0.2743625454929203,0.3886082781115058,False
NR2E1,-0.15179606496312092,0.2744164370088401,0.38864291242237914,False
WNT5B,0.12609521523361678,0.2744902781902191,0.3886646663274333,False
KIF6,-0.041036175813618514,0.2744900364227323,0.3886646663274333,False
SH3D21,0.13807163169947367,0.2744902781902191,0.3886646663274333,False
OR4C3,-0.0006879212296650433,0.2745520378021513,0.3887245085711755,False
KIR2DL1,-0.03559172509874747,0.2746151984911491,0.3887352135096363,False
NPY1R,-0.10793798170060143,0.27461809019376204,0.3887352135096363,False
RHOF,0.04023006380819216,0.2746178774274185,0.3887352135096363,False
OR6C76,-0.005655082368200113,0.2748544321284171,0.38901432229545074,False
UTP11,-0.01466446395628207,0.2748737973968457,0.38901432229545074,False
WTAP,-0.01822188214226461,0.2748737973968457,0.38901432229545074,False
TCP10L2,0.0006518806793264498,0.2749254424287002,0.38905979637613913,False
HEATR4,-0.012548570666005676,0.27500161521511046,0.3891399719062365,False
AGTR2,0.013702846736896479,0.2750689535281585,0.38920763575647044,False
SHISA3,-0.1973482124645649,0.2751296477725198,0.3892382684516072,False
QPCT,-0.1921842797767086,0.2751296477725198,0.3892382684516072,False
ABCB9,0.04681468248107956,0.27525758554033,0.38936401138723653,False
TAF7L,-0.03315056969963959,0.2752495756205139,0.38936401138723653,False
CTXND2,0.005010161023422666,0.2752856395244735,0.3893760698665545,False
CFP,-0.0295450886082686,0.2753854962190533,0.38943471694215875,False
CANT1,-0.0708732894442079,0.27538569937644175,0.38943471694215875,False
ZNF467,-0.06694536652396232,0.27538569937644175,0.38943471694215875,False
SMCP,0.0009823977585084066,0.27540664076377486,0.3894367094714995,False
SUB1,-0.026288507144305306,0.27551375711192294,0.38953292364895187,False
LIPK,-0.002218660752529118,0.27551195162400655,0.38953292364895187,False
RSPH10B,0.004077938477491966,0.27554799403287955,0.3895537052419735,False
SPATA20,0.06608780932056835,0.275641894186058,0.3896588263103818,False
TPD52L2,0.07194116338353496,0.27577004287739304,0.3898123441963462,False
FIBIN,-0.0939622619579108,0.2758982515641225,0.3899382816818228,False
SCUBE2,0.00019863321484803187,0.2758981838313854,0.3899382816818228,False
TSLP,0.04825387431617323,0.2761544425064094,0.39024550533022145,False
BTF3L4,-0.03001928376750751,0.27615477152693824,0.39024550533022145,False
F8A3,0.051404422847452697,0.276221396507878,0.390311991748694,False
LRRC39,-0.05411082809389001,0.27641141537859826,0.39055281693845173,False
C16orf82,-0.0031556167132264085,0.27670328897342333,0.39093751243991737,False
MRPL28,0.019045216196943215,0.2769253070854212,0.39111261405887426,False
ZCCHC18,0.05176800581551744,0.27692515220656655,0.39111261405887426,False
UTP15,-0.039677486523947536,0.27692529740549543,0.39111261405887426,False
ABCC3,0.026015123404622642,0.2769253070854212,0.39111261405887426,False
FAAP100,0.07094778066405194,0.2769253070854212,0.39111261405887426,False
NDUFAF5,-0.048820875994944224,0.2770538623043387,0.3912387496723497,False
KCNE1,0.02512117492942828,0.2770521391880657,0.3912387496723497,False
LGALS9B,-0.008905190530013804,0.2771445794428786,0.39133913774306756,False
TMEM191B,-0.022455643259991775,0.27743523114446744,0.3917005342908807,False
ITGA11,0.1381249472213648,0.2774398106758861,0.3917005342908807,False
FLYWCH2,-0.032100636977880015,0.27769730648396995,0.39198080684441716,False
C1orf167,0.006337413196017161,0.2776622648714704,0.39198080684441716,False
NUGGC,-0.1298914220678753,0.2776972871185107,0.39198080684441716,False
HTR1B,-0.05629510634353774,0.27782487594667826,0.39213311458479905,False
BMP15,-0.006319878668154937,0.2778513265089405,0.3921426876148691,False
B4GALT4,0.09665545646636664,0.2779549649881249,0.3922056682189125,False
CYSLTR2,0.11135093073654323,0.2779549456208207,0.3922056682189125,False
MMP16,0.13605007813339864,0.27795490688620794,0.3922056682189125,False
NDST2,-0.012628744560161997,0.2780806401116711,0.3923552333554949,False
SDR16C5,0.0033353663669433153,0.27816473663213137,0.3924461165419923,False
SLC37A2,-0.04665552477192625,0.2782127862038526,0.3924861339653586,False
TEKT3,-0.02493410548696151,0.2784705570659305,0.39282198717847194,False
C11orf98,0.009203950301195606,0.27862213078717046,0.3930079974272801,False
MMP21,-0.0354119430913184,0.27872861655346803,0.39313038743937784,False
KRTAP5-2,0.003311283980081482,0.27876609576212497,0.39315543731380403,False
IFNA16,0.002504598766479729,0.2789747318267273,0.39338375896219974,False
SLC4A11,-0.011920734979116165,0.27898717783757165,0.39338375896219974,False
CST1,-0.031200673577713,0.2789686522937248,0.39338375896219974,False
CARD18,0.003812470500162611,0.27904887669332534,0.3934429321484704,False
FAM214B,-0.018387638183029686,0.2792456888008431,0.3936091012000034,False
TIGAR,-0.03199696706573407,0.27924565973631565,0.3936091012000034,False
MRPL47,0.05666917862426324,0.27924569848901837,0.3936091012000034,False
BCS1L,-0.0347368521211564,0.27924569848901837,0.3936091012000034,False
SMN1,0.06932282364613451,0.2793749859523217,0.3937634999234688,False
ACACA,-0.05448105890767785,0.2795043334916244,0.39391796148695885,False
RPL35,0.08233719191484923,0.2797631312967037,0.39425482837105447,False
PITRM1,-0.04973737553661106,0.27989258156441876,0.39440937813494814,False
HAGH,-0.06771604795582231,0.28028121537337203,0.3949291075699146,False
FCGR3B,-0.0508462781364869,0.2804108187828479,0.39505588643954365,False
EFCAB13,-0.09154643528647965,0.28041078970649114,0.39505588643954365,False
C16orf54,0.10731163073385197,0.2805405016742527,0.39521066363182716,False
DNAH14,0.010157253310011383,0.2806701089668969,0.39536531246163564,False
EPHB6,-0.046243351563632906,0.2807999411427853,0.3955202561995657,False
ABCC5,-0.06417645491812429,0.28092972680072603,0.3956751125284597,False
WNT3A,-0.03392942966065471,0.2809841016078056,0.39572374216687356,False
SLC38A3,0.020545985706155734,0.28101577025893254,0.3957403889972169,False
SLC26A9,-0.11489320650267776,0.28105953379081017,0.39574611474019583,False
EEF1E1,0.056431265918683415,0.28105952409655344,0.39574611474019583,False
TEX37,0.010628570962994618,0.2811865728700844,0.3958970333933863,False
SLC6A8,0.06727964659813424,0.2813193378007067,0.39602504470735694,False
ICAM1,0.13486280757319502,0.2813193378007067,0.39602504470735694,False
CTXN3,-0.08063342580629862,0.2813370816147559,0.39602504470735694,False
VAT1L,0.08649472061876318,0.28144926696132244,0.3961549936233566,False
LDHA,0.008319530665135133,0.2815792756317679,0.39625406532652374,False
CCDC105,0.008474819223246034,0.28156375729564853,0.39625406532652374,False
GIPC1,0.033135580673398835,0.2815792756317679,0.39625406532652374,False
MUC2,-0.0041067044094070596,0.2816416152344271,0.3963138206326493,False
TPD52,0.03827519662738599,0.28183937638084977,0.39653612915682607,False
PSMD3,-0.041494601174583146,0.28183937638084977,0.39653612915682607,False
POTEH,-0.0055541009012500114,0.281978361499723,0.39670368131396255,False
MEX3D,-0.0243979411833668,0.2820996303643424,0.39684628732126287,False
H2AC19,0.020574524785319348,0.28255585711632303,0.3974600450956151,False
C2orf68,-0.02066518517784388,0.28262065627558597,0.39752314954657025,False
IFITM2,0.1347413288416348,0.2828814088356083,0.3978618460330388,False
GRIN3A,-0.001799094936442036,0.2830117298295485,0.39798906967036196,False
AOC2,-0.0372708469467844,0.2830117880322195,0.39798906967036196,False
SHANK1,-0.027630184629450716,0.28314208186140233,0.39811647838784947,False
SSX2IP,-0.05116750731831532,0.28314232438257125,0.39811647838784947,False
OR2T1,-0.0023725796680927093,0.2831922243048466,0.39815856203300415,False
DDI1,-0.028258328333962083,0.28321498736174855,0.39816248893093653,False
SERPINE2,0.03974233926351545,0.28327283357913047,0.39818765904545284,False
TMEM121B,0.038310955633554244,0.28327274626794297,0.39818765904545284,False
OR52N5,-0.004481144072755242,0.28332301578608454,0.39823012257616874,False
POLD3,-0.028453181326943966,0.2834034029299535,0.3983150322583824,False
ZFYVE27,-0.048975838918979164,0.2836646347887032,0.39862599956753497,False
ESS2,-0.015610023270324902,0.2836646444911318,0.39862599956753497,False
EFR3A,-0.02651208946357997,0.2837953167032252,0.39878152261814814,False
PGS1,-0.033624539689028676,0.2839260490793801,0.3988246841302438,False
TTC14,-0.04363492936641267,0.2839260490793801,0.3988246841302438,False
ANHX,0.006003600834225782,0.28388334429026063,0.3988246841302438,False
C19orf67,-0.0548835714496172,0.28391308526461345,0.3988246841302438,False
CYREN,-0.05375419248237723,0.2839260490793801,0.3988246841302438,False
DNAJB11,0.062135553443047886,0.28405676399476154,0.3989801874270909,False
C5orf63,-0.06266259194077861,0.28418761670787107,0.39913586235006576,False
GPR1,-0.0018054985488791253,0.2843184034400287,0.39929142267995293,False
TIMM44,-0.0554494412931712,0.28444934738967464,0.39936279756744825,False
METRNL,0.08015556698609849,0.28444934738967464,0.39936279756744825,False
PRKCB,0.08581198489243835,0.2844493279801502,0.39936279756744825,False
SSBP4,0.11861438601983565,0.28444934738967464,0.39936279756744825,False
OR2B11,-0.012642880692289603,0.28466620358289707,0.3996391189294326,False
C12orf75,0.03487795618219991,0.2847112411377589,0.39964606630559263,False
OR8J1,-0.0006213935919262385,0.2847076031608834,0.39964606630559263,False
CCZ1B,-0.06108360132397683,0.28484221034204515,0.3998017592256034,False
AMER3,0.01116208646105692,0.28494077578660426,0.3998731518633227,False
FOXS1,0.15341144330989298,0.28497329796498905,0.3998731518633227,False
TENT5B,0.13382332220500226,0.2849732882587016,0.3998731518633227,False
ZHX2,-0.028741686296987368,0.28497329796498905,0.3998731518633227,False
C19orf57,-0.03256717155788513,0.28510431959061466,0.4000288475719687,False
CCL13,0.16544845371037442,0.28523433362246464,0.40014521200706404,False
CFC1B,0.0004116918480269846,0.28524746204516005,0.40014521200706404,False
TIMM10,-0.07323663559749516,0.28523551788412804,0.40014521200706404,False
KCNK13,0.10284547383064613,0.28536665988487664,0.40019979354186325,False
APOBEC2,-0.05993913896445047,0.2853660968541266,0.40019979354186325,False
FAM166C,-0.045409471379887156,0.2853663104176585,0.40019979354186325,False
C1orf146,0.005458422989097017,0.2853307147367936,0.40019979354186325,False
CD163,-0.13286560500729738,0.2854979009078361,0.4003275299458778,False
SEMA3C,0.14199769836721643,0.2854979009078361,0.4003275299458778,False
STX8,-0.04776336523929192,0.2856291438796723,0.4004833945620891,False
UQCRHL,-0.03905326024247757,0.2857604179230818,0.40061115126257973,False
ITGB1BP1,-0.04036574966086981,0.2857604470486713,0.40061115126257973,False
LITAFD,0.008804966576908341,0.2859347480764294,0.40082732244588687,False
BTNL3,-0.013924756331989113,0.28601668014796877,0.40091398824453045,False
FAM136A,0.06891992433205463,0.286286019021447,0.4012633143936457,False
TAS2R41,-0.007912509578752914,0.2864959582233373,0.40152934170229854,False
ZNF7,-0.01895609932309572,0.2866806044235588,0.40175988549918573,False
OSBPL3,0.07956547119802693,0.2868122630308434,0.40188789797659397,False
SUGP1,-0.042182852866271325,0.2868122630308434,0.40188789797659397,False
LTK,0.04231789073518344,0.28707552782062884,0.4021721339302471,False
COPS9,0.009402080967992,0.2870756249420843,0.4021721339302471,False
CFAP221,0.05436693101463841,0.2870756152299404,0.4021721339302471,False
BCO1,-0.07190606941367772,0.2874709640812909,0.40269768016952,False
PIK3IP1,-0.05277413189289959,0.287602838347348,0.40285410924332055,False
ATAD2B,-0.03982160167441373,0.2877347145619983,0.40301051906829094,False
CSK,0.06999384126538555,0.28786668986494246,0.40313872743746737,False
ABHD11,-0.09117027163839797,0.28786668986494246,0.40313872743746737,False
DPYSL4,0.0885000373108712,0.28799856997215534,0.40329508976716066,False
FFAR1,-0.0009576098903778113,0.2880718621321895,0.4033693930185824,False
ADAMTSL5,0.06566489194056757,0.28813062688864377,0.4033951123361566,False
PCYT2,0.04908858989469955,0.28813069489312904,0.4033951123361566,False
GPX7,-0.056351532766357515,0.28826276347751956,0.4035516766054476,False
BAIAP2L2,0.00030854697430626743,0.28839488258821044,0.40370828961902266,False
AC093155.3,-0.004687651177856589,0.2884160270301347,0.4037095441538069,False
ASB6,-0.03555778380201691,0.2886592238168356,0.40396487712922496,False
KRT74,0.006946388627499446,0.28863514962108183,0.40396487712922496,False
MEX3B,0.07980655861406838,0.28865918495171883,0.40396487712922496,False
ASIC2,0.03424930748600202,0.28904790828545435,0.40443364248012204,False
CUX2,0.022231190177719143,0.2890550408938579,0.40443364248012204,False
ATP10B,-0.0260185117511757,0.28904704341893794,0.40443364248012204,False
CD8B2,-0.058736465801415116,0.2891627208633023,0.4045559138707825,False
PCYOX1L,-0.044139486314889176,0.28918839606467106,0.4045634465855607,False
ESRP2,-0.10661030901171253,0.2895856844240443,0.40509081428798116,False
AC025165.6,0.0070228316257366676,0.2896486668530508,0.40515049247341983,False
NLRP3,-0.06917671840303008,0.289718211721969,0.40521934095493634,False
DNAJB2,-0.055619492813003824,0.28998337907958494,0.4055333248291201,False
MBD6,-0.0351908619701522,0.28998337907958494,0.4055333248291201,False
GSTA1,-0.1864216309838902,0.29024870003312564,0.4058758999341043,False
GSTM1,-0.2478458065720779,0.29026993073251006,0.40587712174379587,False
ZNF536,0.009004895077887667,0.2904498152160758,0.40604779578104866,False
RANGRF,-0.03018861173228038,0.290514125987264,0.40604779578104866,False
CCDC185,0.004518677269229887,0.2904124561485575,0.40604779578104866,False
IL17RB,-0.13267283367496585,0.2905141843122008,0.40604779578104866,False
ANO1,-0.05971491781367533,0.2905141843122008,0.40604779578104866,False
HOXB3,-0.09111918013650255,0.2905141648705566,0.40604779578104866,False
AL360181.3,-0.026156895021940574,0.29064668634677815,0.4062045164995137,False
SLX1A,0.0011522714805002644,0.2910324120257206,0.4067150929395681,False
TEX38,0.0038287430799260336,0.29116327699023004,0.4068694572912256,False
MYH14,-0.14909164848894596,0.29144464618359434,0.40723409878817746,False
ABCA9,0.0345926438154619,0.29157765766132304,0.4073629796942694,False
BCL7C,-0.044508796980180954,0.29157774517087565,0.4073629796942694,False
SYNPO2,-0.0863645900769332,0.2917108752795453,0.407520419795654,False
UGT1A6,-0.13476344037826937,0.29184386148003205,0.4076776368099824,False
OR4A5,0.0012714215577795157,0.29187684616391674,0.4076951491394264,False
MSANTD2,-0.019852609838557633,0.29211052040883045,0.4079929636365157,False
PJVK,-0.029751918177544523,0.29224376528397855,0.40812188780780023,False
MPP2,0.0880780862448528,0.292243755559208,0.40812188780780023,False
EMC9,0.05579867528928073,0.2923771482574351,0.40827956170029,False
PDZRN4,-0.0960964122633341,0.2925095022948345,0.40843577678789905,False
SHPK,-0.03425518497317137,0.29277735751848133,0.4087490640591453,False
OR1N1,-0.016405041374274378,0.29279537229876185,0.4087490640591453,False
FIGNL2,-0.039102502710731235,0.2927772699850817,0.4087490640591453,False
TAFA2,-0.034647083537499124,0.29291075801942845,0.40883438234006236,False
DDX39B,-0.08366411244280147,0.2929108844602807,0.40883438234006236,False
KRTAP9-8,0.004500139966635895,0.29291800339692,0.40883438234006236,False
NDUFA11,0.03863251916249588,0.2930444036279799,0.4089002529795164,False
OR10G3,0.007671109880316412,0.29302876031787484,0.4089002529795164,False
ACSF3,-0.05470917615530224,0.29304442308098444,0.4089002529795164,False
KLRC3,0.009525904532879131,0.29304723216091433,0.4089002529795164,False
OSBPL6,0.06115803774316009,0.2931778761113424,0.4090539183980367,False
TRPM6,-0.05104981285645627,0.2933115158995051,0.4092117419357871,False
APOL3,-0.0004730892999367242,0.2934452938225649,0.4093410948180437,False
EMD,-0.038965958017315394,0.29344528409521764,0.4093410948180437,False
SERPINB7,0.09288470613844352,0.29377210550098287,0.4097683111430388,False
ZNF282,-0.032892248726227535,0.293846512862425,0.40984342591472755,False
IFITM3,0.13159098024578242,0.29398034724161104,0.4098867247065203,False
GOLGA8A,0.1813862414007157,0.29398034724161104,0.4098867247065203,False
PSMC5,0.05033544811265678,0.29398034724161104,0.4098867247065203,False
ERGIC1,-0.06359954797918288,0.29398034724161104,0.4098867247065203,False
CEACAM8,-0.013067009025141033,0.29392360345002977,0.4098867247065203,False
ARMS2,0.04226624527037259,0.2945119119685249,0.41056474475355076,False
GIGYF1,-0.06064813920886625,0.2945160545179305,0.41056474475355076,False
AC132217.2,-0.007920261253223948,0.2945284152979254,0.41056474475355076,False
PLCZ1,-0.013094553120624894,0.2947998401448396,0.4108569280587035,False
ADGRF1,-0.042485674643454874,0.29477056984309935,0.4108569280587035,False
PML,0.09059203701434537,0.29478415337532515,0.4108569280587035,False
CCNL2,0.12063977485573218,0.2950524157241369,0.41118019603745304,False
ISM2,0.10690316825712698,0.29527227870166106,0.41145783427129706,False
CKLF,-0.05484523277591674,0.2953431998956819,0.41152789988958743,False
R3HDM2,-0.018487867988557838,0.2955894309311592,0.41178466139641223,False
VHL,-0.03262120474080765,0.2955894309311592,0.41178466139641223,False
ACVR1B,-0.04887211250862311,0.2955894309311592,0.41178466139641223,False
OR14A2,-0.007655698127821835,0.2958612368446958,0.41210572448019733,False
TOR2A,0.027123736688056788,0.29585816434243206,0.41210572448019733,False
FBXO5,0.095045028344932,0.2959926021014293,0.41225990224926984,False
FGFR4,-0.06341702372857494,0.29612710020824107,0.4123896154188664,False
DKK2,-0.06228952158249401,0.2961269444862177,0.4123896154188664,False
CFHR5,8.505743393658755e-05,0.29623953974432093,0.4125173867455141,False
FNTA,-0.01843122516047302,0.2963961801442315,0.41267786590193356,False
TSEN15,0.048899215534206064,0.29639616067799757,0.41267786590193356,False
SIMC1,0.06461710656510133,0.2965307327734227,0.4128076055223839,False
RUVBL2,0.04241867450799397,0.29653077170687037,0.4128076055223839,False
SH2D3A,-0.1163263741911007,0.29666540415573006,0.41296619619192526,False
H4C13,-0.019571606735505287,0.2969524202083559,0.4133368719711114,False
PAX7,-0.003676505656361099,0.29700679592228485,0.41338369962293303,False
OR4K5,-0.0018764332590397378,0.297278301247374,0.4137152279929428,False
XAGE2,0.06597574898690436,0.2972864916970053,0.4137152279929428,False
ANKHD1,0.02783207223050399,0.29733919919853835,0.41375969804721224,False
CSRP3,0.024812222611471133,0.2975503438765419,0.4140246183411607,False
TMEM145,0.08184395573158287,0.29760894699132434,0.41407726344124385,False
TPRA1,0.04302509594367265,0.2980140749679231,0.41455417672091943,False
SCYGR8,0.006641427196975773,0.2979830120842427,0.41455417672091943,False
ARL13B,-0.037568663656376344,0.2980140944398103,0.41455417672091943,False
ANAPC4,-0.02855828935250182,0.29828429987010496,0.4148721840989565,False
TRIM28,-0.03940645593723602,0.29828431934289,0.4148721840989565,False
BRIP1,0.06572693318248823,0.298419444460044,0.41500226449259103,False
DYRK4,0.06561515323942624,0.2984194736698905,0.41500226449259103,False
SPEM3,0.008706267158144612,0.29849757189066284,0.4150819213527714,False
CENPO,0.08041622220355982,0.2985546981068872,0.41513240608516055,False
GLOD5,-0.05604712593549577,0.29868332268739206,0.4152822934268635,False
LGALS9C,0.006210943785778772,0.29874226523939074,0.41533528236126993,False
MTMR14,-0.03241163743300568,0.29882525994974474,0.41542170080030755,False
FIGLA,-0.01352144130243127,0.29892975344383443,0.41553799234213,False
TNFRSF25,0.11105218974360653,0.2990959659305883,0.4157400563806518,False
FUCA2,0.041225398575200245,0.29936685500658144,0.4160005823195721,False
ZMPSTE24,-0.08026894461715184,0.29936685500658144,0.4160005823195721,False
DOP1B,0.0755636453494275,0.29936685500658144,0.4160005823195721,False
STX1B,0.07448109371024914,0.2993668063159529,0.4160005823195721,False
CD300LB,0.051034953808596795,0.2996378784946544,0.41617418389136446,False
BLOC1S2,-0.04044273293265288,0.29963788823319704,0.41617418389136446,False
MSRB3,-0.05370979437210455,0.29963789797173923,0.41617418389136446,False
WDR53,-0.015622249479229744,0.29963789797173923,0.41617418389136446,False
PATE2,-0.0014148148506882702,0.2995966901151964,0.41617418389136446,False
MRPL37,-0.07320936886209051,0.29963789797173923,0.41617418389136446,False
CENPVL1,-0.0015025387737560548,0.29953005230487073,0.41617418389136446,False
TAS2R46,-0.02979551400334428,0.29966548706482066,0.4161835108037332,False
MC2R,-0.00293175367232317,0.2997376566443153,0.41625474668624074,False
NFKBID,-0.13023850114098634,0.29977345160034174,0.4162754616247119,False
ERAS,0.03378006274533718,0.30001535157378323,0.41658235808051325,False
OR1S2,-0.0031105524556179903,0.30030705710348804,0.41692998889531674,False
AADAC,0.07270626114210887,0.30030753187509496,0.41692998889531674,False
DCAF15,0.04931508278998731,0.30045200869799793,0.4171015282983347,False
CFAP299,0.006418004957611467,0.3005290300192217,0.41717940545312554,False
ABCC11,-0.014097282337963424,0.30085901248103086,0.4175801217427096,False
TYRO3,0.13059195623691666,0.3008595871619031,0.4175801217427096,False
NANS,-0.018132948887847,0.3009955577016793,0.41768162748210197,False
AGTRAP,0.10886972325475774,0.3009955674422129,0.41768162748210197,False
MAPK11,-0.008361709863862643,0.30099554796114525,0.41768162748210197,False
TOX2,-0.06206403942778538,0.3011315399368846,0.4178412306536018,False
SLC27A3,0.0016122730180869738,0.30126758257117636,0.4180009089286092,False
MAP3K20,-0.03497149761105556,0.3015397711143898,0.4183203556012009,False
TMEM147,0.01469184732141482,0.30153978085567557,0.4183203556012009,False
EXT1,-0.0029749738293762817,0.3018121330792365,0.4186399269050937,False
LBHD2,0.11454793012103948,0.3017948605337114,0.4186399269050937,False
ANKRD30BL,-0.001015167395369495,0.3019268269618771,0.4187698835454543,False
LCE2B,0.0015237662133930178,0.3020810090914213,0.41890135843241566,False
ACSL5,0.10601467894790062,0.3020846489889293,0.41890135843241566,False
WASH6P,0.0363299688443397,0.3020846392469173,0.41890135843241566,False
FOXC2,-0.07707021920410284,0.30222095858578024,0.41906123320698846,False
KAZALD1,0.0007007491880886008,0.3023572993637055,0.419162871467352,False
SMAP2,-0.05412372047015346,0.30235732859080433,0.419162871467352,False
SLC35A2,0.055445273870607714,0.30235732859080433,0.419162871467352,False
ALLC,-0.012631929562870764,0.3023916434050863,0.4191812964062164,False
WDR4,-0.010669834255612631,0.30249372003563113,0.4192936450271422,False
MAGEA9,-0.00036180892138493214,0.3025684766280251,0.4193681117142555,False
RPL13A,0.049293676932899544,0.3026301718908042,0.41942446595014976,False
ATOH7,0.09454887149712332,0.3027599419918844,0.41957515280699176,False
AMDHD2,-0.05593676767839684,0.3029031788947646,0.41971530897239673,False
RPL34,-0.0353049851924947,0.30290316915171045,0.41971530897239673,False
GTPBP4,-0.0323062718651439,0.30317634960841366,0.41997707625182734,False
IQCE,-0.04062227440398347,0.3031763398650251,0.41997707625182734,False
ELF4,0.09955672660493065,0.30317634960841366,0.41997707625182734,False
GPR137B,-0.062322221077402595,0.3031763398650251,0.41997707625182734,False
PTGFRN,0.1282655607760157,0.3034496840373724,0.4202973115899361,False
CEP63,-0.04300403353217952,0.3034496840373724,0.4202973115899361,False
NOX3,-0.0032260450333386655,0.30367205599789804,0.42057609422659703,False
CD151,0.08901717963840916,0.3037231821871538,0.4205884710687229,False
CTSD,0.04662842765770492,0.3037231821871538,0.4205884710687229,False
DLX1,-0.04516640629972324,0.3038599244496605,0.42071946801085236,False
CCL3,0.04659681811170824,0.3038599829148497,0.42071946801085236,False
HAND2,-0.009469272762442894,0.3040215895600852,0.42091399573980826,False
OR8B12,0.008086855478246141,0.3041561069304022,0.4210709943048437,False
SH3BP5L,-0.012274951398553391,0.3042706696706996,0.4211126344505351,False
IKZF1,0.09659671164990202,0.30427065992603697,0.4211126344505351,False
KCNS3,0.12001663882837565,0.3042706696706996,0.4211126344505351,False
TGIF1,-0.009737426192980791,0.3042706696706996,0.4211126344505351,False
AL772284.1,0.007064752125571528,0.3044089288670705,0.4212455041471163,False
BARHL2,0.013306096010957131,0.30440065986157305,0.4212455041471163,False
SERTAD3,-0.07202292668967036,0.304544659014952,0.4213748377127073,False
GTF2IRD1,-0.024432866013265553,0.304544659014952,0.4213748377127073,False
PARN,0.046962853856213016,0.30468169559971114,0.42153519164992304,False
ADAMTS6,0.06580712843938674,0.3048187536294309,0.4216662950019838,False
RPL17,0.051354916258377736,0.3048187536294309,0.4216662950019838,False
NTF3,-0.037795082355361664,0.3049558915763162,0.42182673555214323,False
SCD,0.15893107821278107,0.3050931289338281,0.42195801919274867,False
PPIA,0.014463213094398242,0.3050931289338281,0.42195801919274867,False
PRAMEF6,0.0032422625497252524,0.30514535435515533,0.4220009762872364,False
SLC9A4,0.09254324646493273,0.3052901407325931,0.42217192578210855,False
PFKFB4,0.0424494850956636,0.3053676095182928,0.4222204853381222,False
GPAT2,-0.05297079361465784,0.30536754129744714,0.4222204853381222,False
MTCL1,-0.021175792797848203,0.3055049014729082,0.42235173523553204,False
POU3F1,0.007358262837854568,0.3055045701095932,0.42235173523553204,False
